国家,
2012/2/2,8.53
2012/2/3,8.29
2012/2/4,#N/A
2012/2/5,#N/A
2012/2/6,8.49
2012/2/7,8.53
2012/2/8,8.12
2012/2/9,7.79
2012/2/10,7.71
2012/2/11,#N/A
2012/2/12,#N/A
2012/2/13,7.46
2012/2/14,7.89
2012/2/15,8.14
2012/2/16,8.77
2012/2/17,9.04
2012/2/18,#N/A
2012/2/19,#N/A
2012/2/20,8.54
2012/2/21,8.96
2012/2/22,8.93
2012/2/23,8.62
2012/2/24,9.19
2012/2/25,#N/A
2012/2/26,#N/A
2012/2/27,9.28
2012/2/28,8.8
2012/2/29,8.34
2012/3/1,8.65
2012/3/2,8.83
2012/3/3,#N/A
2012/3/4,#N/A
2012/3/5,8.62
2012/3/6,8.35
2012/3/7,8.4
2012/3/8,8.25
2012/3/9,7.9
2012/3/10,#N/A
2012/3/11,#N/A
2012/3/12,7.66
2012/3/13,7.62
2012/3/14,7.95
2012/3/15,7.83
2012/3/16,7.6
2012/3/17,#N/A
2012/3/18,#N/A
2012/3/19,7.62
2012/3/20,7.02
2012/3/21,7.26
2012/3/22,6.71
2012/3/23,6.87
2012/3/24,#N/A
2012/3/25,#N/A
2012/3/26,6.84
2012/3/27,7.12
2012/3/28,7.04
2012/3/29,6.71
2012/3/30,6.98
2012/3/31,#N/A
2012/4/1,#N/A
2012/4/2,6.21
2012/4/3,6.35
2012/4/4,6.08
2012/4/5,6.68
2012/4/6,#N/A
2012/4/7,#N/A
2012/4/8,#N/A
2012/4/9,6.68
2012/4/10,6.78
2012/4/11,6.92
2012/4/12,7.06
2012/4/13,7.12
2012/4/14,#N/A
2012/4/15,#N/A
2012/4/16,6.79
2012/4/17,7.05
2012/4/18,7.2
2012/4/19,7.33
2012/4/20,7.32
2012/4/21,#N/A
2012/4/22,#N/A
2012/4/23,7.07
2012/4/24,7.07
2012/4/25,7.03
2012/4/26,7.22
2012/4/27,7.24
2012/4/28,#N/A
2012/4/29,#N/A
2012/4/30,7.48
2012/5/1,7.47
2012/5/2,7.12
2012/5/3,7.06
2012/5/4,6.6
2012/5/5,#N/A
2012/5/6,#N/A
2012/5/7,6.61
2012/5/8,6.74
2012/5/9,6.68
2012/5/10,6.65
2012/5/11,6.73
2012/5/12,#N/A
2012/5/13,#N/A
2012/5/14,6.56
2012/5/15,6.45
2012/5/16,6.5
2012/5/17,6.45
2012/5/18,6.33
2012/5/19,#N/A
2012/5/20,#N/A
2012/5/21,6.6
2012/5/22,6.88
2012/5/23,6.68
2012/5/24,6.78
2012/5/25,6.8
2012/5/26,#N/A
2012/5/27,#N/A
2012/5/28,6.68
2012/5/29,6.54
2012/5/30,6.4
2012/5/31,6.27
2012/6/1,6.38
2012/6/2,#N/A
2012/6/3,#N/A
2012/6/4,6.38
2012/6/5,6.38
2012/6/6,6.36
2012/6/7,6.45
2012/6/8,6.6
2012/6/9,#N/A
2012/6/10,#N/A
2012/6/11,6.62
2012/6/12,6.65
2012/6/13,6.71
2012/6/14,6.84
2012/6/15,7.23
2012/6/16,#N/A
2012/6/17,#N/A
2012/6/18,7.33
2012/6/19,7.5
2012/6/20,7.44
2012/6/21,7.5
2012/6/22,8.09
2012/6/23,#N/A
2012/6/24,#N/A
2012/6/25,7.98
2012/6/26,7.98
2012/6/27,7.89
2012/6/28,7.91
2012/6/29,8.2
2012/6/30,#N/A
2012/7/1,#N/A
2012/7/2,8.07
2012/7/3,8.25
2012/7/4,8.21
2012/7/5,8.27
2012/7/6,7.99
2012/7/7,#N/A
2012/7/8,#N/A
2012/7/9,7.93
2012/7/10,7.87
2012/7/11,7.82
2012/7/12,7.59
2012/7/13,7.59
2012/7/14,#N/A
2012/7/15,#N/A
2012/7/16,7.51
2012/7/17,7.62
2012/7/18,7.09
2012/7/19,6.82
2012/7/20,7.08
2012/7/21,#N/A
2012/7/22,#N/A
2012/7/23,7.07
2012/7/24,7.14
2012/7/25,6.8
2012/7/26,6.92
2012/7/27,6.86
2012/7/28,#N/A
2012/7/29,#N/A
2012/7/30,6.54
2012/7/31,6.88
2012/8/1,6.92
2012/8/2,7.03
2012/8/3,7.06
2012/8/4,#N/A
2012/8/5,#N/A
2012/8/6,7.16
2012/8/7,7.27
2012/8/8,7.19
2012/8/9,7.1
2012/8/10,7.16
2012/8/11,#N/A
2012/8/12,#N/A
2012/8/13,7.45
2012/8/14,7.61
2012/8/15,7.44
2012/8/16,7.66
2012/8/17,7.66
2012/8/18,#N/A
2012/8/19,#N/A
2012/8/20,7.6
2012/8/21,7.88
2012/8/22,7.99
2012/8/23,8.12
2012/8/24,8.13
2012/8/25,#N/A
2012/8/26,#N/A
2012/8/27,8.1
2012/8/28,7.93
2012/8/29,7.67
2012/8/30,7.64
2012/8/31,8.03
2012/9/1,#N/A
2012/9/2,#N/A
2012/9/3,8.22
2012/9/4,8.17
2012/9/5,8.2
2012/9/6,8.21
2012/9/7,8.33
2012/9/8,#N/A
2012/9/9,#N/A
2012/9/10,7.79
2012/9/11,7.7
2012/9/12,7.89
2012/9/13,7.75
2012/9/14,7.4
2012/9/15,#N/A
2012/9/16,#N/A
2012/9/17,7.35
2012/9/18,7.4
2012/9/19,7.52
2012/9/20,7.63
2012/9/21,7.41
2012/9/22,#N/A
2012/9/23,#N/A
2012/9/24,7.22
2012/9/25,7.45
2012/9/26,7.6
2012/9/27,7.81
2012/9/28,7.93
2012/9/29,#N/A
2012/9/30,#N/A
2012/10/1,7.92
2012/10/2,7.84
2012/10/3,7.56
2012/10/4,7.6
2012/10/5,7.77
2012/10/6,#N/A
2012/10/7,#N/A
2012/10/8,7.89
2012/10/9,7.86
2012/10/10,7.69
2012/10/11,7.77
2012/10/12,7.8
2012/10/13,#N/A
2012/10/14,#N/A
2012/10/15,7.66
2012/10/16,7.96
2012/10/17,8.24
2012/10/18,8.04
2012/10/19,7.94
2012/10/20,#N/A
2012/10/21,#N/A
2012/10/22,7.87
2012/10/23,7.86
2012/10/24,7.65
2012/10/25,7.66
2012/10/26,7.86
2012/10/27,#N/A
2012/10/28,#N/A
2012/10/29,8.05
2012/10/30,8.13
2012/10/31,8.23
2012/11/1,8.04
2012/11/2,8.1
2012/11/3,#N/A
2012/11/4,#N/A
2012/11/5,8.25
2012/11/6,8.34
2012/11/7,8.22
2012/11/8,8.27
2012/11/9,8.32
2012/11/10,#N/A
2012/11/11,#N/A
2012/11/12,9.07
2012/11/13,8.4
2012/11/14,7.91
2012/11/15,7.12
2012/11/16,6.89
2012/11/17,#N/A
2012/11/18,#N/A
2012/11/19,6.71
2012/11/20,6.74
2012/11/21,6.77
2012/11/22,6.78
2012/11/23,7.01
2012/11/24,#N/A
2012/11/25,#N/A
2012/11/26,6.84
2012/11/27,6.85
2012/11/28,6.83
2012/11/29,6.58
2012/11/30,6.2
2012/12/1,#N/A
2012/12/2,#N/A
2012/12/3,5.95
2012/12/4,5.72
2012/12/5,6.15
2012/12/6,6.39
2012/12/7,6.78
2012/12/8,#N/A
2012/12/9,#N/A
2012/12/10,7.07
2012/12/11,6.84
2012/12/12,6.75
2012/12/13,6.67
2012/12/14,6.57
2012/12/15,#N/A
2012/12/16,#N/A
2012/12/17,6.47
2012/12/18,6.7
2012/12/19,7.03
2012/12/20,7.17
2012/12/21,7
2012/12/22,#N/A
2012/12/23,#N/A
2012/12/24,6.92
2012/12/25,#N/A
2012/12/26,6.92
2012/12/27,6.84
2012/12/28,6.5
2012/12/29,#N/A
2012/12/30,#N/A
2012/12/31,6.45
2013/1/1,#N/A
2013/1/2,6.37
2013/1/3,6.2
2013/1/4,6.14
2013/1/5,#N/A
2013/1/6,#N/A
2013/1/7,6.46
2013/1/8,6.27
2013/1/9,6.02
2013/1/10,5.86
2013/1/11,5.72
2013/1/12,#N/A
2013/1/13,#N/A
2013/1/14,5.71
2013/1/15,5.88
2013/1/16,5.47
2013/1/17,5.44
2013/1/18,4.97
2013/1/19,#N/A
2013/1/20,#N/A
2013/1/21,4.81
2013/1/22,5.3
2013/1/23,4.52
2013/1/24,4.21
2013/1/25,4
2013/1/26,#N/A
2013/1/27,#N/A
2013/1/28,4.07
2013/1/29,3.88
2013/1/30,3.69
2013/1/31,3.31
2013/2/1,4.21
2013/2/2,#N/A
2013/2/3,#N/A
2013/2/4,4.19
2013/2/5,4.29
2013/2/6,4.06
2013/2/7,4.09
2013/2/8,4.43
2013/2/9,#N/A
2013/2/10,#N/A
2013/2/11,4.36
2013/2/12,4.46
2013/2/13,5.1
2013/2/14,5.12
2013/2/15,5.06
2013/2/16,#N/A
2013/2/17,#N/A
2013/2/18,4.99
2013/2/19,4.56
2013/2/20,4.86
2013/2/21,5.17
2013/2/22,5.07
2013/2/23,#N/A
2013/2/24,#N/A
2013/2/25,4.47
2013/2/26,4.2
2013/2/27,4.37
2013/2/28,4.8
2013/3/1,4.57
2013/3/2,#N/A
2013/3/3,#N/A
2013/3/4,4.53
2013/3/5,4.14
2013/3/6,4.19
2013/3/7,4.24
2013/3/8,4.18
2013/3/9,#N/A
2013/3/10,#N/A
2013/3/11,3.88
2013/3/12,3.66
2013/3/13,3.45
2013/3/14,3.63
2013/3/15,3.71
2013/3/16,#N/A
2013/3/17,#N/A
2013/3/18,3.48
2013/3/19,3.45
2013/3/20,3.9
2013/3/21,4.35
2013/3/22,4.08
2013/3/23,#N/A
2013/3/24,#N/A
2013/3/25,4.42
2013/3/26,4.55
2013/3/27,4.88
2013/3/28,4.74
2013/3/29,#N/A
2013/3/30,#N/A
2013/3/31,#N/A
2013/4/1,4.74
2013/4/2,4.87
2013/4/3,4.85
2013/4/4,4.97
2013/4/5,5.1
2013/4/6,#N/A
2013/4/7,#N/A
2013/4/8,5.12
2013/4/9,4.71
2013/4/10,4.23
2013/4/11,4.28
2013/4/12,4.7
2013/4/13,#N/A
2013/4/14,#N/A
2013/4/15,4.68
2013/4/16,3.03
2013/4/17,2.7
2013/4/18,3.02
2013/4/19,3.11
2013/4/20,#N/A
2013/4/21,#N/A
2013/4/22,2.84
2013/4/23,3.05
2013/4/24,2.98
2013/4/25,2.92
2013/4/26,3.05
2013/4/27,#N/A
2013/4/28,#N/A
2013/4/29,3.26
2013/4/30,3.07
2013/5/1,2.87
2013/5/2,3.04
2013/5/3,3.73
2013/5/4,#N/A
2013/5/5,#N/A
2013/5/6,3.86
2013/5/7,3.69
2013/5/8,3.44
2013/5/9,3.74
2013/5/10,3.33
2013/5/11,#N/A
2013/5/12,#N/A
2013/5/13,3.22
2013/5/14,3.47
2013/5/15,3.59
2013/5/16,3.65
2013/5/17,3.49
2013/5/18,#N/A
2013/5/19,#N/A
2013/5/20,3.56
2013/5/21,3.51
2013/5/22,3.28
2013/5/23,3.36
2013/5/24,3.51
2013/5/25,#N/A
2013/5/26,#N/A
2013/5/27,3.45
2013/5/28,3.6
2013/5/29,3.7
2013/5/30,3.77
2013/5/31,3.91
2013/6/1,#N/A
2013/6/2,#N/A
2013/6/3,3.87
2013/6/4,3.91
2013/6/5,3.86
2013/6/6,3.95
2013/6/7,4.07
2013/6/8,#N/A
2013/6/9,#N/A
2013/6/10,4
2013/6/11,4.16
2013/6/12,4.46
2013/6/13,4.38
2013/6/14,4.74
2013/6/15,#N/A
2013/6/16,#N/A
2013/6/17,4.55
2013/6/18,4.67
2013/6/19,4.35
2013/6/20,4.4
2013/6/21,4.35
2013/6/22,#N/A
2013/6/23,#N/A
2013/6/24,4.09
2013/6/25,4.25
2013/6/26,4.39
2013/6/27,4.4
2013/6/28,4.18
2013/6/29,#N/A
2013/6/30,#N/A
2013/7/1,4.21
2013/7/2,4.26
2013/7/3,4.66
2013/7/4,4.52
2013/7/5,4.26
2013/7/6,#N/A
2013/7/7,#N/A
2013/7/8,4.21
2013/7/9,4.14
2013/7/10,4.02
2013/7/11,4.07
2013/7/12,4.02
2013/7/13,#N/A
2013/7/14,#N/A
2013/7/15,4.03
2013/7/16,4.1
2013/7/17,4.1
2013/7/18,4.1
2013/7/19,4.16
2013/7/20,#N/A
2013/7/21,#N/A
2013/7/22,4.18
2013/7/23,4.23
2013/7/24,4.27
2013/7/25,4.27
2013/7/26,4.3
2013/7/27,#N/A
2013/7/28,#N/A
2013/7/29,4.3
2013/7/30,4.26
2013/7/31,4.31
2013/8/1,4.32
2013/8/2,4.37
2013/8/3,#N/A
2013/8/4,#N/A
2013/8/5,4.4
2013/8/6,4.49
2013/8/7,4.43
2013/8/8,4.5
2013/8/9,4.43
2013/8/10,#N/A
2013/8/11,#N/A
2013/8/12,4.3
2013/8/13,4.28
2013/8/14,4.34
2013/8/15,4.34
2013/8/16,4.34
2013/8/17,#N/A
2013/8/18,#N/A
2013/8/19,4.31
2013/8/20,4.34
2013/8/21,4.36
2013/8/22,4.51
2013/8/23,4.42
2013/8/24,#N/A
2013/8/25,#N/A
2013/8/26,4.41
2013/8/27,4.53
2013/8/28,4.59
2013/8/29,4.58
2013/8/30,4.55
2013/8/31,#N/A
2013/9/1,#N/A
2013/9/2,4.49
2013/9/3,4.4
2013/9/4,4.54
2013/9/5,4.95
2013/9/6,5.32
2013/9/7,#N/A
2013/9/8,#N/A
2013/9/9,5.3
2013/9/10,5.12
2013/9/11,5.25
2013/9/12,5.61
2013/9/13,5.39
2013/9/14,#N/A
2013/9/15,#N/A
2013/9/16,5.46
2013/9/17,5.66
2013/9/18,5.52
2013/9/19,5.35
2013/9/20,5.35
2013/9/21,#N/A
2013/9/22,#N/A
2013/9/23,5.41
2013/9/24,5.37
2013/9/25,5.37
2013/9/26,5.46
2013/9/27,5.39
2013/9/28,#N/A
2013/9/29,#N/A
2013/9/30,5.02
2013/10/1,5.14
2013/10/2,5.27
2013/10/3,5.19
2013/10/4,5.09
2013/10/5,#N/A
2013/10/6,#N/A
2013/10/7,4.95
2013/10/8,4.85
2013/10/9,4.78
2013/10/10,4.75
2013/10/11,4.6
2013/10/12,#N/A
2013/10/13,#N/A
2013/10/14,4.8
2013/10/15,4.94
2013/10/16,5.32
2013/10/17,5.16
2013/10/18,5.11
2013/10/19,#N/A
2013/10/20,#N/A
2013/10/21,4.57
2013/10/22,4.69
2013/10/23,4.6
2013/10/24,4.65
2013/10/25,4.99
2013/10/26,#N/A
2013/10/27,#N/A
2013/10/28,4.8
2013/10/29,5.08
2013/10/30,4.95
2013/10/31,4.8
2013/11/1,4.61
2013/11/2,#N/A
2013/11/3,#N/A
2013/11/4,4.55
2013/11/5,4.79
2013/11/6,4.77
2013/11/7,4.79
2013/11/8,4.48
2013/11/9,#N/A
2013/11/10,#N/A
2013/11/11,4.6
2013/11/12,4.64
2013/11/13,4.64
2013/11/14,4.58
2013/11/15,4.49
2013/11/16,#N/A
2013/11/17,#N/A
2013/11/18,4.34
2013/11/19,4.42
2013/11/20,4.49
2013/11/21,4.41
2013/11/22,4.43
2013/11/23,#N/A
2013/11/24,#N/A
2013/11/25,4.4
2013/11/26,4.49
2013/11/27,4.47
2013/11/28,4.43
2013/11/29,4.36
2013/11/30,#N/A
2013/12/1,#N/A
2013/12/2,4.5
2013/12/3,4.48
2013/12/4,4.48
2013/12/5,4.64
2013/12/6,4.79
2013/12/7,#N/A
2013/12/8,#N/A
2013/12/9,4.9
2013/12/10,5.02
2013/12/11,4.88
2013/12/12,4.9
2013/12/13,4.8
2013/12/14,#N/A
2013/12/15,#N/A
2013/12/16,4.67
2013/12/17,4.89
2013/12/18,4.87
2013/12/19,4.93
2013/12/20,4.75
2013/12/21,#N/A
2013/12/22,#N/A
2013/12/23,4.78
2013/12/24,4.91
2013/12/25,#N/A
2013/12/26,4.91
2013/12/27,4.92
2013/12/28,#N/A
2013/12/29,#N/A
2013/12/30,4.91
2013/12/31,4.83
2014/1/1,#N/A
2014/1/2,4.71
2014/1/3,4.69
2014/1/4,#N/A
2014/1/5,#N/A
2014/1/6,4.61
2014/1/7,4.66
2014/1/8,4.57
2014/1/9,4.5
2014/1/10,4.52
2014/1/11,#N/A
2014/1/12,#N/A
2014/1/13,4.62
2014/1/14,4.81
2014/1/15,4.8
2014/1/16,5.05
2014/1/17,5.05
2014/1/18,#N/A
2014/1/19,#N/A
2014/1/20,4.91
2014/1/21,5.02
2014/1/22,5.11
2014/1/23,5.01
2014/1/24,5.24
2014/1/25,#N/A
2014/1/26,#N/A
2014/1/27,5.35
2014/1/28,5.5
2014/1/29,5.48
2014/1/30,5.69
2014/1/31,5.5
2014/2/1,#N/A
2014/2/2,#N/A
2014/2/3,5.82
2014/2/4,5.8
2014/2/5,6.06
2014/2/6,6.43
2014/2/7,6.41
2014/2/8,#N/A
2014/2/9,#N/A
2014/2/10,6.4
2014/2/11,6.24
2014/2/12,6.34
2014/2/13,6.37
2014/2/14,6.57
2014/2/15,#N/A
2014/2/16,#N/A
2014/2/17,6.79
2014/2/18,6.73
2014/2/19,6.9
2014/2/20,6.97
2014/2/21,7.12
2014/2/22,#N/A
2014/2/23,#N/A
2014/2/24,6.99
2014/2/25,6.21
2014/2/26,6.48
2014/2/27,6.5
2014/2/28,7.06
2014/3/1,#N/A
2014/3/2,#N/A
2014/3/3,6.61
2014/3/4,6.81
2014/3/5,6.77
2014/3/6,6.8
2014/3/7,6.9
2014/3/8,#N/A
2014/3/9,#N/A
2014/3/10,6.89
2014/3/11,6.82
2014/3/12,6.5
2014/3/13,6.43
2014/3/14,6.29
2014/3/15,#N/A
2014/3/16,#N/A
2014/3/17,5.87
2014/3/18,5.75
2014/3/19,5.99
2014/3/20,6.01
2014/3/21,6.18
2014/3/22,#N/A
2014/3/23,#N/A
2014/3/24,5.86
2014/3/25,5.85
2014/3/26,5.8
2014/3/27,5.17
2014/3/28,4.34
2014/3/29,#N/A
2014/3/30,#N/A
2014/3/31,4.64
2014/4/1,5.04
2014/4/2,4.82
2014/4/3,4.85
2014/4/4,4.68
2014/4/5,#N/A
2014/4/6,#N/A
2014/4/7,4.97
2014/4/8,4.85
2014/4/9,4.93
2014/4/10,5.11
2014/4/11,5.31
2014/4/12,#N/A
2014/4/13,#N/A
2014/4/14,5.23
2014/4/15,5.53
2014/4/16,5.45
2014/4/17,5.54
2014/4/18,#N/A
2014/4/19,#N/A
2014/4/20,#N/A
2014/4/21,5.54
2014/4/22,5.67
2014/4/23,5.66
2014/4/24,5.71
2014/4/25,5.06
2014/4/26,#N/A
2014/4/27,#N/A
2014/4/28,5.2
2014/4/29,5.41
2014/4/30,5.4
2014/5/1,5.41
2014/5/2,5.18
2014/5/3,#N/A
2014/5/4,#N/A
2014/5/5,5.21
2014/5/6,5.22
2014/5/7,5.12
2014/5/8,5.13
2014/5/9,5.24
2014/5/10,#N/A
2014/5/11,#N/A
2014/5/12,5.3
2014/5/13,5.28
2014/5/14,5.1
2014/5/15,4.77
2014/5/16,4.79
2014/5/17,#N/A
2014/5/18,#N/A
2014/5/19,4.69
2014/5/20,4.84
2014/5/21,5.12
2014/5/22,5.16
2014/5/23,5.12
2014/5/24,#N/A
2014/5/25,#N/A
2014/5/26,5.09
2014/5/27,5.17
2014/5/28,5.2
2014/5/29,5.2
2014/5/30,5.05
2014/5/31,#N/A
2014/6/1,#N/A
2014/6/2,5.14
2014/6/3,5.43
2014/6/4,5.39
2014/6/5,5.54
2014/6/6,5.44
2014/6/7,#N/A
2014/6/8,#N/A
2014/6/9,5.53
2014/6/10,5.49
2014/6/11,5.36
2014/6/12,5.55
2014/6/13,5.66
2014/6/14,#N/A
2014/6/15,#N/A
2014/6/16,5.63
2014/6/17,5.7
2014/6/18,5.65
2014/6/19,5.54
2014/6/20,5.65
2014/6/21,#N/A
2014/6/22,#N/A
2014/6/23,5.79
2014/6/24,5.74
2014/6/25,5.71
2014/6/26,5.7
2014/6/27,5.76
2014/6/28,#N/A
2014/6/29,#N/A
2014/6/30,5.81
2014/7/1,6.01
2014/7/2,6.07
2014/7/3,5.99
2014/7/4,5.65
2014/7/5,#N/A
2014/7/6,#N/A
2014/7/7,5.54
2014/7/8,5.73
2014/7/9,5.79
2014/7/10,5.66
2014/7/11,5.72
2014/7/12,#N/A
2014/7/13,#N/A
2014/7/14,5.86
2014/7/15,5.92
2014/7/16,6.02
2014/7/17,6.13
2014/7/18,5.98
2014/7/19,#N/A
2014/7/20,#N/A
2014/7/21,6.04
2014/7/22,6.15
2014/7/23,6.15
2014/7/24,6.03
2014/7/25,6.11
2014/7/26,#N/A
2014/7/27,#N/A
2014/7/28,6.17
2014/7/29,6.02
2014/7/30,6.11
2014/7/31,6.19
2014/8/1,6.26
2014/8/2,#N/A
2014/8/3,#N/A
2014/8/4,6.22
2014/8/5,6.18
2014/8/6,6.19
2014/8/7,5.93
2014/8/8,5.96
2014/8/9,#N/A
2014/8/10,#N/A
2014/8/11,6.11
2014/8/12,6.09
2014/8/13,6.21
2014/8/14,6.21
2014/8/15,6.36
2014/8/16,#N/A
2014/8/17,#N/A
2014/8/18,6.32
2014/8/19,6.43
2014/8/20,6.41
2014/8/21,6.34
2014/8/22,6.35
2014/8/23,#N/A
2014/8/24,#N/A
2014/8/25,6.32
2014/8/26,6.29
2014/8/27,6.35
2014/8/28,6.43
2014/8/29,6.38
2014/8/30,#N/A
2014/8/31,#N/A
2014/9/1,6.39
2014/9/2,6.38
2014/9/3,6.32
2014/9/4,6.11
2014/9/5,6.26
2014/9/6,#N/A
2014/9/7,#N/A
2014/9/8,6.27
2014/9/9,6.12
2014/9/10,6.08
2014/9/11,6.1
2014/9/12,6.04
2014/9/13,#N/A
2014/9/14,#N/A
2014/9/15,5.91
2014/9/16,5.79
2014/9/17,5.88
2014/9/18,5.97
2014/9/19,6.01
2014/9/20,#N/A
2014/9/21,#N/A
2014/9/22,5.98
2014/9/23,5.65
2014/9/24,5.8
2014/9/25,5.8
2014/9/26,5.91
2014/9/27,#N/A
2014/9/28,#N/A
2014/9/29,5.75
2014/9/30,5.82
2014/10/1,5.79
2014/10/2,5.67
2014/10/3,5.66
2014/10/4,#N/A
2014/10/5,#N/A
2014/10/6,5.66
2014/10/7,5.72
2014/10/8,6.03
2014/10/9,6.1
2014/10/10,6.02
2014/10/11,#N/A
2014/10/12,#N/A
2014/10/13,6.04
2014/10/14,6.07
2014/10/15,6.14
2014/10/16,6.2
2014/10/17,6.12
2014/10/18,#N/A
2014/10/19,#N/A
2014/10/20,6.13
2014/10/21,6.17
2014/10/22,6.21
2014/10/23,6.32
2014/10/24,6.39
2014/10/25,#N/A
2014/10/26,#N/A
2014/10/27,6.27
2014/10/28,6.15
2014/10/29,6.41
2014/10/30,6.41
2014/10/31,6.34
2014/11/1,#N/A
2014/11/2,#N/A
2014/11/3,6.57
2014/11/4,6.47
2014/11/5,6.63
2014/11/6,6.62
2014/11/7,6.75
2014/11/8,#N/A
2014/11/9,#N/A
2014/11/10,6.71
2014/11/11,6.79
2014/11/12,6.84
2014/11/13,6.78
2014/11/14,6.61
2014/11/15,#N/A
2014/11/16,#N/A
2014/11/17,6.89
2014/11/18,7.01
2014/11/19,7.03
2014/11/20,6.95
2014/11/21,6.99
2014/11/22,#N/A
2014/11/23,#N/A
2014/11/24,7.04
2014/11/25,7.12
2014/11/26,7.19
2014/11/27,7.09
2014/11/28,7.04
2014/11/29,#N/A
2014/11/30,#N/A
2014/12/1,7.07
2014/12/2,6.85
2014/12/3,6.89
2014/12/4,6.84
2014/12/5,6.66
2014/12/6,#N/A
2014/12/7,#N/A
2014/12/8,6.66
2014/12/9,6.74
2014/12/10,6.56
2014/12/11,6.74
2014/12/12,6.66
2014/12/13,#N/A
2014/12/14,#N/A
2014/12/15,6.89
2014/12/16,6.91
2014/12/17,6.99
2014/12/18,7.04
2014/12/19,7.08
2014/12/20,#N/A
2014/12/21,#N/A
2014/12/22,7.11
2014/12/23,7.25
2014/12/24,7.37
2014/12/25,#N/A
2014/12/26,7.37
2014/12/27,#N/A
2014/12/28,#N/A
2014/12/29,7.25
2014/12/30,7.21
2014/12/31,7.25
2015/1/1,#N/A
2015/1/2,7.01
2015/1/3,#N/A
2015/1/4,#N/A
2015/1/5,6.9
2015/1/6,6.77
2015/1/7,6.78
2015/1/8,6.81
2015/1/9,6.71
2015/1/10,#N/A
2015/1/11,#N/A
2015/1/12,6.71
2015/1/13,7.29
2015/1/14,7.16
2015/1/15,7.12
2015/1/16,7.13
2015/1/17,#N/A
2015/1/18,#N/A
2015/1/19,7.21
2015/1/20,7.16
2015/1/21,7.32
2015/1/22,6.76
2015/1/23,6.8
2015/1/24,#N/A
2015/1/25,#N/A
2015/1/26,6.85
2015/1/27,6.84
2015/1/28,6.95
2015/1/29,7.06
2015/1/30,7.08
2015/1/31,#N/A
2015/2/1,#N/A
2015/2/2,7.13
2015/2/3,7.06
2015/2/4,6.93
2015/2/5,7
2015/2/6,6.95
2015/2/7,#N/A
2015/2/8,#N/A
2015/2/9,6.91
2015/2/10,7.1
2015/2/11,7.23
2015/2/12,7.39
2015/2/13,7.63
2015/2/14,#N/A
2015/2/15,#N/A
2015/2/16,7.65
2015/2/17,7.47
2015/2/18,7.49
2015/2/19,7.34
2015/2/20,7.32
2015/2/21,#N/A
2015/2/22,#N/A
2015/2/23,7.7
2015/2/24,7.47
2015/2/25,7.39
2015/2/26,7.06
2015/2/27,7.1
2015/2/28,#N/A
2015/3/1,#N/A
2015/3/2,6.95
2015/3/3,6.73
2015/3/4,7.02
2015/3/5,6.75
2015/3/6,6.8
2015/3/7,#N/A
2015/3/8,#N/A
2015/3/9,6.68
2015/3/10,6.82
2015/3/11,6.76
2015/3/12,6.41
2015/3/13,6.46
2015/3/14,#N/A
2015/3/15,#N/A
2015/3/16,6.49
2015/3/17,6.73
2015/3/18,6.74
2015/3/19,6.67
2015/3/20,7.04
2015/3/21,#N/A
2015/3/22,#N/A
2015/3/23,7.04
2015/3/24,7.03
2015/3/25,6.97
2015/3/26,6.95
2015/3/27,6.76
2015/3/28,#N/A
2015/3/29,#N/A
2015/3/30,6.88
2015/3/31,6.92
2015/4/1,7.14
2015/4/2,7.15
2015/4/3,#N/A
2015/4/4,#N/A
2015/4/5,#N/A
2015/4/6,7.15
2015/4/7,7.11
2015/4/8,7.12
2015/4/9,7.01
2015/4/10,6.94
2015/4/11,#N/A
2015/4/12,#N/A
2015/4/13,6.8
2015/4/14,6.8
2015/4/15,6.85
2015/4/16,6.87
2015/4/17,6.84
2015/4/18,#N/A
2015/4/19,#N/A
2015/4/20,7.13
2015/4/21,7.08
2015/4/22,7.09
2015/4/23,7.25
2015/4/24,7.28
2015/4/25,#N/A
2015/4/26,#N/A
2015/4/27,7.15
2015/4/28,7.35
2015/4/29,7.46
2015/4/30,7.39
2015/5/1,7.48
2015/5/2,#N/A
2015/5/3,#N/A
2015/5/4,7.58
2015/5/5,7.55
2015/5/6,7.53
2015/5/7,7.43
2015/5/8,7.53
2015/5/9,#N/A
2015/5/10,#N/A
2015/5/11,7.62
2015/5/12,7.59
2015/5/13,7.64
2015/5/14,7.55
2015/5/15,7.59
2015/5/16,#N/A
2015/5/17,#N/A
2015/5/18,7.6
2015/5/19,7.37
2015/5/20,7.35
2015/5/21,7.3
2015/5/22,7.3
2015/5/23,#N/A
2015/5/24,#N/A
2015/5/25,7.36
2015/5/26,7.22
2015/5/27,7.17
2015/5/28,7.18
2015/5/29,7.32
2015/5/30,#N/A
2015/5/31,#N/A
2015/6/1,7.24
2015/6/2,7.44
2015/6/3,7.48
2015/6/4,7.39
2015/6/5,7.4
2015/6/6,#N/A
2015/6/7,#N/A
2015/6/8,7.44
2015/6/9,7.56
2015/6/10,7.58
2015/6/11,7.5
2015/6/12,7.61
2015/6/13,#N/A
2015/6/14,#N/A
2015/6/15,7.51
2015/6/16,7.41
2015/6/17,7.46
2015/6/18,7.45
2015/6/19,7.41
2015/6/20,#N/A
2015/6/21,#N/A
2015/6/22,7.46
2015/6/23,7.48
2015/6/24,7.48
2015/6/25,7.58
