国家,美国
2008/8/24,#N/A
2008/8/25,7.825
2008/8/26,8.278
2008/8/27,8.394
2008/8/28,8.05
2008/8/29,7.943
2008/8/30,#N/A
2008/8/31,#N/A
2008/9/1,#N/A
2008/9/2,7.261
2008/9/3,7.264
2008/9/4,7.322
2008/9/5,7.449
2008/9/6,#N/A
2008/9/7,#N/A
2008/9/8,7.527
2008/9/9,7.535
2008/9/10,7.393
2008/9/11,7.248
2008/9/12,7.366
2008/9/13,#N/A
2008/9/14,#N/A
2008/9/15,7.374
2008/9/16,7.279
2008/9/17,7.91
2008/9/18,7.621
2008/9/19,7.531
2008/9/20,#N/A
2008/9/21,#N/A
2008/9/22,7.658
2008/9/23,7.931
2008/9/24,7.679
2008/9/25,7.724
2008/9/26,7.472
2008/9/27,#N/A
2008/9/28,#N/A
2008/9/29,7.221
2008/9/30,7.438
2008/10/1,7.728
2008/10/2,7.481
2008/10/3,7.358
2008/10/4,#N/A
2008/10/5,#N/A
2008/10/6,6.835
2008/10/7,6.768
2008/10/8,6.742
2008/10/9,6.825
2008/10/10,6.535
2008/10/11,#N/A
2008/10/12,#N/A
2008/10/13,6.688
2008/10/14,6.727
2008/10/15,6.592
2008/10/16,6.703
2008/10/17,6.786
2008/10/18,#N/A
2008/10/19,#N/A
2008/10/20,6.741
2008/10/21,6.844
2008/10/22,6.777
2008/10/23,6.419
2008/10/24,6.239
2008/10/25,#N/A
2008/10/26,#N/A
2008/10/27,6.121
2008/10/28,6.186
2008/10/29,6.469
2008/10/30,6.431
2008/10/31,6.783
2008/11/1,#N/A
2008/11/2,#N/A
2008/11/3,6.838
2008/11/4,7.219
2008/11/5,7.249
2008/11/6,6.979
2008/11/7,6.757
2008/11/8,#N/A
2008/11/9,#N/A
2008/11/10,7.248
2008/11/11,6.705
2008/11/12,6.405
2008/11/13,6.318
2008/11/14,6.312
2008/11/15,#N/A
2008/11/16,#N/A
2008/11/17,6.533
2008/11/18,6.516
2008/11/19,6.743
2008/11/20,6.316
2008/11/21,6.48
2008/11/22,#N/A
2008/11/23,#N/A
2008/11/24,6.888
2008/11/25,6.386
2008/11/26,6.878
2008/11/27,#N/A
2008/11/28,6.51
2008/11/29,#N/A
2008/11/30,#N/A
2008/12/1,6.604
2008/12/2,6.424
2008/12/3,6.347
2008/12/4,6.017
2008/12/5,5.742
2008/12/6,#N/A
2008/12/7,#N/A
2008/12/8,5.566
2008/12/9,5.579
2008/12/10,5.686
2008/12/11,5.598
2008/12/12,5.488
2008/12/13,#N/A
2008/12/14,#N/A
2008/12/15,5.645
2008/12/16,5.751
2008/12/17,5.619
2008/12/18,5.548
2008/12/19,5.334
2008/12/20,#N/A
2008/12/21,#N/A
2008/12/22,5.294
2008/12/23,5.737
2008/12/24,5.91
2008/12/25,#N/A
2008/12/26,5.826
2008/12/27,#N/A
2008/12/28,#N/A
2008/12/29,6.136
2008/12/30,5.859
2008/12/31,5.622
2009/1/1,#N/A
2009/1/2,5.971
2009/1/3,#N/A
2009/1/4,#N/A
2009/1/5,6.072
2009/1/6,5.983
2009/1/7,5.872
2009/1/8,5.583
2009/1/9,5.516
2009/1/10,#N/A
2009/1/11,#N/A
2009/1/12,5.542
2009/1/13,5.184
2009/1/14,4.97
2009/1/15,4.843
2009/1/16,4.801
2009/1/17,#N/A
2009/1/18,#N/A
2009/1/19,#N/A
2009/1/20,4.642
2009/1/21,4.78
2009/1/22,4.681
2009/1/23,4.518
2009/1/24,#N/A
2009/1/25,#N/A
2009/1/26,4.49
2009/1/27,4.503
2009/1/28,4.476
2009/1/29,4.576
2009/1/30,4.417
2009/1/31,#N/A
2009/2/1,#N/A
2009/2/2,4.557
2009/2/3,4.513
2009/2/4,4.597
2009/2/5,4.642
2009/2/6,4.774
2009/2/7,#N/A
2009/2/8,#N/A
2009/2/9,4.807
2009/2/10,4.543
2009/2/11,4.532
2009/2/12,4.485
2009/2/13,4.452
2009/2/14,#N/A
2009/2/15,#N/A
2009/2/16,#N/A
2009/2/17,4.203
2009/2/18,4.214
2009/2/19,4.078
2009/2/20,4.006
2009/2/21,#N/A
2009/2/22,#N/A
2009/2/23,4.097
2009/2/24,4.236
2009/2/25,4.056
2009/2/26,4.077
2009/2/27,4.198
2009/2/28,#N/A
2009/3/1,#N/A
2009/3/2,4.152
2009/3/3,4.282
2009/3/4,4.34
2009/3/5,4.088
2009/3/6,3.945
2009/3/7,#N/A
2009/3/8,#N/A
2009/3/9,3.865
2009/3/10,3.84
2009/3/11,3.798
2009/3/12,3.995
2009/3/13,3.932
2009/3/14,#N/A
2009/3/15,#N/A
2009/3/16,3.85
2009/3/17,3.812
2009/3/18,3.684
2009/3/19,4.174
2009/3/20,4.227
2009/3/21,#N/A
2009/3/22,#N/A
2009/3/23,4.294
2009/3/24,4.347
2009/3/25,4.329
2009/3/26,3.947
2009/3/27,3.631
2009/3/28,#N/A
2009/3/29,#N/A
2009/3/30,3.739
2009/3/31,3.776
2009/4/1,3.695
2009/4/2,3.782
2009/4/3,3.801
2009/4/4,#N/A
2009/4/5,#N/A
2009/4/6,3.732
2009/4/7,3.562
2009/4/8,3.63
2009/4/9,3.61
2009/4/10,#N/A
2009/4/11,#N/A
2009/4/12,#N/A
2009/4/13,3.628
2009/4/14,3.689
2009/4/15,3.693
2009/4/16,3.599
2009/4/17,3.729
2009/4/18,#N/A
2009/4/19,#N/A
2009/4/20,3.54
2009/4/21,3.511
2009/4/22,3.532
2009/4/23,3.409
2009/4/24,3.297
2009/4/25,#N/A
2009/4/26,#N/A
2009/4/27,3.253
2009/4/28,3.321
2009/4/29,3.403
2009/4/30,3.373
2009/5/1,3.546
2009/5/2,#N/A
2009/5/3,#N/A
2009/5/4,3.725
2009/5/5,3.615
2009/5/6,3.887
2009/5/7,4.081
2009/5/8,4.311
2009/5/9,#N/A
2009/5/10,#N/A
2009/5/11,4.302
2009/5/12,4.449
2009/5/13,4.333
2009/5/14,4.292
2009/5/15,4.098
2009/5/16,#N/A
2009/5/17,#N/A
2009/5/18,4.139
2009/5/19,3.914
2009/5/20,3.97
2009/5/21,3.603
2009/5/22,3.515
2009/5/23,#N/A
2009/5/24,#N/A
2009/5/25,#N/A
2009/5/26,3.537
2009/5/27,3.538
2009/5/28,3.957
2009/5/29,3.835
2009/5/30,#N/A
2009/5/31,#N/A
2009/6/1,4.249
2009/6/2,4.12
2009/6/3,3.766
2009/6/4,3.81
2009/6/5,3.868
2009/6/6,#N/A
2009/6/7,#N/A
2009/6/8,3.731
2009/6/9,3.731
2009/6/10,3.708
2009/6/11,3.933
2009/6/12,3.857
2009/6/13,#N/A
2009/6/14,#N/A
2009/6/15,4.182
2009/6/16,4.129
2009/6/17,4.253
2009/6/18,4.093
2009/6/19,4.032
2009/6/20,#N/A
2009/6/21,#N/A
2009/6/22,3.933
2009/6/23,3.879
2009/6/24,3.761
2009/6/25,3.844
2009/6/26,3.949
2009/6/27,#N/A
2009/6/28,#N/A
2009/6/29,3.944
2009/6/30,3.835
2009/7/1,3.795
2009/7/2,3.615
2009/7/3,#N/A
2009/7/4,#N/A
2009/7/5,#N/A
2009/7/6,3.487
2009/7/7,3.429
2009/7/8,3.353
2009/7/9,3.408
2009/7/10,3.373
2009/7/11,#N/A
2009/7/12,#N/A
2009/7/13,3.263
2009/7/14,3.429
2009/7/15,3.283
2009/7/16,3.668
2009/7/17,3.669
2009/7/18,#N/A
2009/7/19,#N/A
2009/7/20,3.689
2009/7/21,3.705
2009/7/22,3.793
2009/7/23,3.55
2009/7/24,3.695
2009/7/25,#N/A
2009/7/26,#N/A
2009/7/27,3.604
2009/7/28,3.535
2009/7/29,3.379
2009/7/30,3.743
2009/7/31,3.653
2009/8/1,#N/A
2009/8/2,#N/A
2009/8/3,4.031
2009/8/4,4.001
2009/8/5,4.042
2009/8/6,3.743
2009/8/7,3.674
2009/8/8,#N/A
2009/8/9,#N/A
2009/8/10,3.641
2009/8/11,3.541
2009/8/12,3.479
2009/8/13,3.336
2009/8/14,3.238
2009/8/15,#N/A
2009/8/16,#N/A
2009/8/17,3.163
2009/8/18,3.096
2009/8/19,3.119
2009/8/20,2.945
2009/8/21,2.804
2009/8/22,#N/A
2009/8/23,#N/A
2009/8/24,2.923
2009/8/25,2.882
2009/8/26,2.91
2009/8/27,2.843
2009/8/28,3.033
2009/8/29,#N/A
2009/8/30,#N/A
2009/8/31,2.977
2009/9/1,2.821
2009/9/2,2.715
2009/9/3,2.508
2009/9/4,2.728
2009/9/5,#N/A
2009/9/6,#N/A
2009/9/7,#N/A
2009/9/8,2.807
2009/9/9,2.829
2009/9/10,3.256
2009/9/11,2.96
2009/9/12,#N/A
2009/9/13,#N/A
2009/9/14,3.297
2009/9/15,3.32
2009/9/16,3.76
2009/9/17,3.458
2009/9/18,3.778
2009/9/19,#N/A
2009/9/20,#N/A
2009/9/21,3.576
2009/9/22,3.609
2009/9/23,3.86
2009/9/24,3.955
2009/9/25,3.985
2009/9/26,#N/A
2009/9/27,#N/A
2009/9/28,3.73
2009/9/29,4.875
2009/9/30,4.841
2009/10/1,4.466
2009/10/2,4.718
2009/10/3,#N/A
2009/10/4,#N/A
2009/10/5,4.987
2009/10/6,4.88
2009/10/7,4.904
2009/10/8,4.963
2009/10/9,4.77
2009/10/10,#N/A
2009/10/11,#N/A
2009/10/12,4.88
2009/10/13,4.588
2009/10/14,4.436
2009/10/15,4.482
2009/10/16,4.781
2009/10/17,#N/A
2009/10/18,#N/A
2009/10/19,4.835
2009/10/20,5.161
2009/10/21,5.1
2009/10/22,4.947
2009/10/23,4.787
2009/10/24,#N/A
2009/10/25,#N/A
2009/10/26,4.513
2009/10/27,4.557
2009/10/28,4.289
2009/10/29,5.062
2009/10/30,5.045
2009/10/31,#N/A
2009/11/1,#N/A
2009/11/2,4.824
2009/11/3,4.922
2009/11/4,4.725
2009/11/5,4.782
2009/11/6,4.595
2009/11/7,#N/A
2009/11/8,#N/A
2009/11/9,4.67
2009/11/10,4.467
2009/11/11,4.503
2009/11/12,4.37
2009/11/13,4.392
2009/11/14,#N/A
2009/11/15,#N/A
2009/11/16,4.614
2009/11/17,4.53
2009/11/18,4.254
2009/11/19,4.342
2009/11/20,4.424
2009/11/21,#N/A
2009/11/22,#N/A
2009/11/23,4.473
2009/11/24,4.486
2009/11/25,5.163
2009/11/26,#N/A
2009/11/27,5.192
2009/11/28,#N/A
2009/11/29,#N/A
2009/11/30,4.848
2009/12/1,4.762
2009/12/2,4.53
2009/12/3,4.459
2009/12/4,4.586
2009/12/5,#N/A
2009/12/6,#N/A
2009/12/7,4.971
2009/12/8,5.114
2009/12/9,4.898
2009/12/10,5.298
2009/12/11,5.163
2009/12/12,#N/A
2009/12/13,#N/A
2009/12/14,5.332
2009/12/15,5.523
2009/12/16,5.462
2009/12/17,5.768
2009/12/18,5.782
2009/12/19,#N/A
2009/12/20,#N/A
2009/12/21,5.669
2009/12/22,5.715
2009/12/23,5.821
2009/12/24,5.643
2009/12/25,#N/A
2009/12/26,#N/A
2009/12/27,#N/A
2009/12/28,5.99
2009/12/29,5.814
2009/12/30,5.709
2009/12/31,5.572
2010/1/1,#N/A
2010/1/2,#N/A
2010/1/3,#N/A
2010/1/4,5.884
2010/1/5,5.637
2010/1/6,6.009
2010/1/7,5.806
2010/1/8,5.749
2010/1/9,#N/A
2010/1/10,#N/A
2010/1/11,5.454
2010/1/12,5.591
2010/1/13,5.733
2010/1/14,5.588
2010/1/15,5.691
2010/1/16,#N/A
2010/1/17,#N/A
2010/1/18,#N/A
2010/1/19,5.557
2010/1/20,5.496
2010/1/21,5.615
2010/1/22,5.819
2010/1/23,#N/A
2010/1/24,#N/A
2010/1/25,5.722
2010/1/26,5.485
2010/1/27,5.274
2010/1/28,5.138
2010/1/29,5.131
2010/1/30,#N/A
2010/1/31,#N/A
2010/2/1,5.434
2010/2/2,5.454
2010/2/3,5.419
2010/2/4,5.416
2010/2/5,5.515
2010/2/6,#N/A
2010/2/7,#N/A
2010/2/8,5.401
2010/2/9,5.29
2010/2/10,5.292
2010/2/11,5.396
2010/2/12,5.468
2010/2/13,#N/A
2010/2/14,#N/A
2010/2/15,#N/A
2010/2/16,5.31
2010/2/17,5.386
2010/2/18,5.172
2010/2/19,5.044
2010/2/20,#N/A
2010/2/21,#N/A
2010/2/22,4.895
2010/2/23,4.778
2010/2/24,4.816
2010/2/25,4.767
2010/2/26,4.813
2010/2/27,#N/A
2010/2/28,#N/A
2010/3/1,4.679
2010/3/2,4.708
2010/3/3,4.757
2010/3/4,4.575
2010/3/5,4.593
2010/3/6,#N/A
2010/3/7,#N/A
2010/3/8,4.527
2010/3/9,4.516
2010/3/10,4.559
2010/3/11,4.44
2010/3/12,4.4
2010/3/13,#N/A
2010/3/14,#N/A
2010/3/15,4.391
2010/3/16,4.347
2010/3/17,4.303
2010/3/18,4.085
2010/3/19,4.169
2010/3/20,#N/A
2010/3/21,#N/A
2010/3/22,4.079
2010/3/23,4.13
2010/3/24,4.105
2010/3/25,3.981
2010/3/26,3.872
2010/3/27,#N/A
2010/3/28,#N/A
2010/3/29,3.842
2010/3/30,3.973
2010/3/31,3.869
2010/4/1,4.086
2010/4/2,#N/A
2010/4/3,#N/A
2010/4/4,#N/A
2010/4/5,4.277
2010/4/6,4.096
2010/4/7,4.019
2010/4/8,3.909
2010/4/9,4.07
2010/4/10,#N/A
2010/4/11,#N/A
2010/4/12,4.008
2010/4/13,4.16
2010/4/14,4.199
2010/4/15,3.985
2010/4/16,4.039
2010/4/17,#N/A
2010/4/18,#N/A
2010/4/19,3.944
2010/4/20,3.975
2010/4/21,3.955
2010/4/22,4.128
2010/4/23,4.257
2010/4/24,#N/A
2010/4/25,#N/A
2010/4/26,4.262
2010/4/27,4.216
2010/4/28,4.271
2010/4/29,3.98
2010/4/30,3.92
2010/5/1,#N/A
2010/5/2,#N/A
2010/5/3,4
2010/5/4,4.013
2010/5/5,3.991
2010/5/6,3.929
2010/5/7,4.015
2010/5/8,#N/A
2010/5/9,#N/A
2010/5/10,4.17
2010/5/11,4.131
2010/5/12,4.284
2010/5/13,4.339
2010/5/14,4.312
2010/5/15,#N/A
2010/5/16,#N/A
2010/5/17,4.398
2010/5/18,4.342
2010/5/19,4.158
2010/5/20,4.106
2010/5/21,4.035
2010/5/22,#N/A
2010/5/23,#N/A
2010/5/24,4.017
2010/5/25,4.051
2010/5/26,4.155
2010/5/27,4.294
2010/5/28,4.341
2010/5/29,#N/A
2010/5/30,#N/A
2010/5/31,#N/A
2010/6/1,4.248
2010/6/2,4.424
2010/6/3,4.69
2010/6/4,4.797
2010/6/5,#N/A
2010/6/6,#N/A
2010/6/7,4.916
2010/6/8,4.808
2010/6/9,4.677
2010/6/10,4.647
2010/6/11,4.781
2010/6/12,#N/A
2010/6/13,#N/A
2010/6/14,5.006
2010/6/15,5.189
2010/6/16,4.978
2010/6/17,5.162
2010/6/18,4.997
2010/6/19,#N/A
2010/6/20,#N/A
2010/6/21,4.873
2010/6/22,4.756
2010/6/23,4.804
2010/6/24,4.748
2010/6/25,4.861
2010/6/26,#N/A
2010/6/27,#N/A
2010/6/28,4.717
2010/6/29,4.548
2010/6/30,4.616
2010/7/1,4.854
2010/7/2,4.687
2010/7/3,#N/A
2010/7/4,#N/A
2010/7/5,#N/A
2010/7/6,4.682
2010/7/7,4.565
2010/7/8,4.399
2010/7/9,4.402
2010/7/10,#N/A
2010/7/11,#N/A
2010/7/12,4.388
2010/7/13,4.354
2010/7/14,4.306
2010/7/15,4.586
2010/7/16,4.519
2010/7/17,#N/A
2010/7/18,#N/A
2010/7/19,4.51
2010/7/20,4.59
2010/7/21,4.513
2010/7/22,4.643
2010/7/23,4.58
2010/7/24,#N/A
2010/7/25,#N/A
2010/7/26,4.612
2010/7/27,4.675
2010/7/28,4.774
2010/7/29,4.827
2010/7/30,4.923
2010/7/31,#N/A
2010/8/1,#N/A
2010/8/2,4.701
2010/8/3,4.639
2010/8/4,4.737
2010/8/5,4.598
2010/8/6,4.467
2010/8/7,#N/A
2010/8/8,#N/A
2010/8/9,4.309
2010/8/10,4.297
2010/8/11,4.326
2010/8/12,4.296
2010/8/13,4.328
2010/8/14,#N/A
2010/8/15,#N/A
2010/8/16,4.228
2010/8/17,4.267
2010/8/18,4.239
2010/8/19,4.171
2010/8/20,4.117
2010/8/21,#N/A
2010/8/22,#N/A
2010/8/23,4.066
2010/8/24,4.039
2010/8/25,3.871
2010/8/26,3.817
2010/8/27,3.651
2010/8/28,#N/A
2010/8/29,#N/A
2010/8/30,3.812
2010/8/31,3.816
2010/9/1,3.762
2010/9/2,3.751
2010/9/3,3.939
2010/9/4,#N/A
2010/9/5,#N/A
2010/9/6,#N/A
2010/9/7,3.852
2010/9/8,3.814
2010/9/9,3.768
2010/9/10,3.883
2010/9/11,#N/A
2010/9/12,#N/A
2010/9/13,3.938
2010/9/14,3.966
2010/9/15,3.995
2010/9/16,4.062
2010/9/17,4.024
2010/9/18,#N/A
2010/9/19,#N/A
2010/9/20,3.822
2010/9/21,3.919
2010/9/22,3.966
2010/9/23,4.019
2010/9/24,3.881
2010/9/25,#N/A
2010/9/26,#N/A
2010/9/27,3.8
2010/9/28,3.837
2010/9/29,3.962
2010/9/30,3.872
2010/10/1,3.797
2010/10/2,#N/A
2010/10/3,#N/A
2010/10/4,3.727
2010/10/5,3.743
2010/10/6,3.865
2010/10/7,3.617
2010/10/8,3.651
2010/10/9,#N/A
2010/10/10,#N/A
2010/10/11,3.601
2010/10/12,3.629
2010/10/13,3.696
2010/10/14,3.657
2010/10/15,3.535
2010/10/16,#N/A
2010/10/17,#N/A
2010/10/18,3.431
2010/10/19,3.513
2010/10/20,3.539
2010/10/21,3.368
2010/10/22,3.332
2010/10/23,#N/A
2010/10/24,#N/A
2010/10/25,3.317
2010/10/26,3.354
2010/10/27,3.292
2010/10/28,3.89
2010/10/29,4.038
2010/10/30,#N/A
2010/10/31,#N/A
2010/11/1,3.832
2010/11/2,3.87
2010/11/3,3.836
2010/11/4,3.856
2010/11/5,3.937
2010/11/6,#N/A
2010/11/7,#N/A
2010/11/8,4.088
2010/11/9,4.21
2010/11/10,4.046
2010/11/11,3.927
2010/11/12,3.799
2010/11/13,#N/A
2010/11/14,#N/A
2010/11/15,3.845
2010/11/16,3.818
2010/11/17,4.03
2010/11/18,4.007
2010/11/19,4.164
2010/11/20,#N/A
2010/11/21,#N/A
2010/11/22,4.271
2010/11/23,4.264
2010/11/24,4.253
2010/11/25,#N/A
2010/11/26,4.399
2010/11/27,#N/A
2010/11/28,#N/A
2010/11/29,4.21
2010/11/30,4.18
2010/12/1,4.269
2010/12/2,4.343
2010/12/3,4.349
2010/12/4,#N/A
2010/12/5,#N/A
2010/12/6,4.525
2010/12/7,4.38
2010/12/8,4.605
2010/12/9,4.428
2010/12/10,4.424
2010/12/11,#N/A
2010/12/12,#N/A
2010/12/13,4.427
2010/12/14,4.242
2010/12/15,4.236
2010/12/16,4.022
2010/12/17,4.056
2010/12/18,#N/A
2010/12/19,#N/A
2010/12/20,4.218
2010/12/21,4.064
2010/12/22,4.112
2010/12/23,4.069
2010/12/24,#N/A
2010/12/25,#N/A
2010/12/26,#N/A
2010/12/27,4.092
2010/12/28,4.241
2010/12/29,4.324
2010/12/30,4.321
2010/12/31,4.392
2011/1/1,#N/A
2011/1/2,#N/A
2011/1/3,4.644
2011/1/4,4.602
2011/1/5,4.51
2011/1/6,4.399
2011/1/7,4.419
2011/1/8,#N/A
2011/1/9,#N/A
2011/1/10,4.369
2011/1/11,4.508
2011/1/12,4.474
2011/1/13,4.407
2011/1/14,4.485
2011/1/15,#N/A
2011/1/16,#N/A
2011/1/17,#N/A
2011/1/18,4.417
2011/1/19,4.572
2011/1/20,4.695
2011/1/21,4.722
2011/1/22,#N/A
2011/1/23,#N/A
2011/1/24,4.609
2011/1/25,4.591
2011/1/26,4.469
2011/1/27,4.322
2011/1/28,4.335
2011/1/29,#N/A
2011/1/30,#N/A
2011/1/31,4.411
2011/2/1,4.357
2011/2/2,4.453
2011/2/3,4.356
2011/2/4,4.309
2011/2/5,#N/A
2011/2/6,#N/A
2011/2/7,4.11
2011/2/8,4.051
2011/2/9,4.066
2011/2/10,3.97
2011/2/11,3.897
2011/2/12,#N/A
2011/2/13,#N/A
2011/2/14,3.915
2011/2/15,3.978
2011/2/16,3.933
2011/2/17,3.874
2011/2/18,3.865
2011/2/19,#N/A
2011/2/20,#N/A
2011/2/21,#N/A
2011/2/22,3.887
2011/2/23,3.902
2011/2/24,3.813
2011/2/25,4.022
2011/2/26,#N/A
2011/2/27,#N/A
2011/2/28,4.035
2011/3/1,3.868
2011/3/2,3.821
2011/3/3,3.767
2011/3/4,3.804
2011/3/5,#N/A
2011/3/6,#N/A
2011/3/7,3.917
2011/3/8,3.869
2011/3/9,3.919
2011/3/10,3.809
2011/3/11,3.896
2011/3/12,#N/A
2011/3/13,#N/A
2011/3/14,3.917
2011/3/15,3.971
2011/3/16,3.95
2011/3/17,4.141
2011/3/18,4.162
2011/3/19,#N/A
2011/3/20,#N/A
2011/3/21,4.17
2011/3/22,4.265
2011/3/23,4.361
2011/3/24,4.242
2011/3/25,4.426
2011/3/26,#N/A
2011/3/27,#N/A
2011/3/28,4.343
2011/3/29,4.205
2011/3/30,4.369
2011/3/31,4.381
2011/4/1,4.34
2011/4/2,#N/A
2011/4/3,#N/A
2011/4/4,4.277
2011/4/5,4.243
2011/4/6,4.137
2011/4/7,4.067
2011/4/8,4.034
2011/4/9,#N/A
2011/4/10,#N/A
2011/4/11,4.117
2011/4/12,4.087
2011/4/13,4.137
2011/4/14,4.211
2011/4/15,4.215
2011/4/16,#N/A
2011/4/17,#N/A
2011/4/18,4.135
2011/4/19,4.291
2011/4/20,4.32
2011/4/21,4.424
2011/4/22,#N/A
2011/4/23,#N/A
2011/4/24,#N/A
2011/4/25,4.353
2011/4/26,4.39
2011/4/27,4.379
2011/4/28,4.569
2011/4/29,4.683
2011/4/30,#N/A
2011/5/1,#N/A
2011/5/2,4.684
2011/5/3,4.648
2011/5/4,4.558
2011/5/5,4.253
2011/5/6,4.271
2011/5/7,#N/A
2011/5/8,#N/A
2011/5/9,4.186
2011/5/10,4.266
2011/5/11,4.185
2011/5/12,4.172
2011/5/13,4.258
2011/5/14,#N/A
2011/5/15,#N/A
2011/5/16,4.295
2011/5/17,4.194
2011/5/18,4.182
2011/5/19,4.106
2011/5/20,4.261
2011/5/21,#N/A
2011/5/22,#N/A
2011/5/23,4.326
2011/5/24,4.324
2011/5/25,4.4
2011/5/26,4.337
2011/5/27,4.518
2011/5/28,#N/A
2011/5/29,#N/A
2011/5/30,#N/A
2011/5/31,4.649
2011/6/1,4.626
2011/6/2,4.785
2011/6/3,4.689
2011/6/4,#N/A
2011/6/5,#N/A
2011/6/6,4.831
2011/6/7,4.819
2011/6/8,4.838
2011/6/9,4.686
2011/6/10,4.76
2011/6/11,#N/A
2011/6/12,#N/A
2011/6/13,4.616
2011/6/14,4.557
2011/6/15,4.587
2011/6/16,4.432
2011/6/17,4.334
2011/6/18,#N/A
2011/6/19,#N/A
2011/6/20,4.309
2011/6/21,4.421
2011/6/22,4.311
2011/6/23,4.205
2011/6/24,4.245
2011/6/25,#N/A
2011/6/26,#N/A
2011/6/27,4.277
2011/6/28,4.367
2011/6/29,4.314
2011/6/30,4.36
2011/7/1,4.321
2011/7/2,#N/A
2011/7/3,#N/A
2011/7/4,#N/A
2011/7/5,4.352
2011/7/6,4.238
2011/7/7,4.241
2011/7/8,4.157
2011/7/9,#N/A
2011/7/10,#N/A
2011/7/11,4.297
2011/7/12,4.33
2011/7/13,4.381
2011/7/14,4.423
2011/7/15,4.548
2011/7/16,#N/A
2011/7/17,#N/A
2011/7/18,4.56
2011/7/19,4.543
2011/7/20,4.508
2011/7/21,4.529
2011/7/22,4.397
2011/7/23,#N/A
2011/7/24,#N/A
2011/7/25,4.362
2011/7/26,4.381
2011/7/27,4.376
2011/7/28,4.226
2011/7/29,4.199
2011/7/30,#N/A
2011/7/31,#N/A
2011/8/1,4.192
2011/8/2,4.151
2011/8/3,4.093
2011/8/4,3.935
2011/8/5,3.94
2011/8/6,#N/A
2011/8/7,#N/A
2011/8/8,3.952
2011/8/9,4.024
2011/8/10,4.004
2011/8/11,3.988
2011/8/12,4.066
2011/8/13,#N/A
2011/8/14,#N/A
2011/8/15,4.031
2011/8/16,3.974
2011/8/17,3.895
2011/8/18,3.896
2011/8/19,3.912
2011/8/20,#N/A
2011/8/21,#N/A
2011/8/22,3.884
2011/8/23,3.905
2011/8/24,4.009
2011/8/25,3.929
2011/8/26,3.93
2011/8/27,#N/A
2011/8/28,#N/A
2011/8/29,3.865
2011/8/30,3.811
2011/8/31,3.886
2011/9/1,4.063
2011/9/2,4.025
2011/9/3,#N/A
2011/9/4,#N/A
2011/9/5,#N/A
2011/9/6,3.896
2011/9/7,3.939
2011/9/8,3.947
2011/9/9,3.972
2011/9/10,#N/A
2011/9/11,#N/A
2011/9/12,3.878
2011/9/13,3.872
2011/9/14,3.987
2011/9/15,4.058
2011/9/16,3.879
2011/9/17,#N/A
2011/9/18,#N/A
2011/9/19,3.835
2011/9/20,3.848
2011/9/21,3.799
2011/9/22,3.708
2011/9/23,3.753
2011/9/24,#N/A
2011/9/25,#N/A
2011/9/26,3.784
2011/9/27,3.827
2011/9/28,3.8
2011/9/29,3.796
2011/9/30,3.771
2011/10/1,#N/A
2011/10/2,#N/A
2011/10/3,3.611
2011/10/4,3.613
2011/10/5,3.651
2011/10/6,3.536
2011/10/7,3.564
2011/10/8,#N/A
2011/10/9,#N/A
2011/10/10,3.571
2011/10/11,3.515
2011/10/12,3.618
2011/10/13,3.486
2011/10/14,3.527
2011/10/15,#N/A
2011/10/16,#N/A
2011/10/17,3.693
2011/10/18,3.689
2011/10/19,3.565
2011/10/20,3.578
2011/10/21,3.604
2011/10/22,#N/A
2011/10/23,#N/A
2011/10/24,3.605
2011/10/25,3.587
2011/10/26,3.687
2011/10/27,3.597
2011/10/28,3.928
2011/10/29,#N/A
2011/10/30,#N/A
2011/10/31,3.934
2011/11/1,3.904
2011/11/2,3.77
2011/11/3,3.779
2011/11/4,3.813
2011/11/5,#N/A
2011/11/6,#N/A
2011/11/7,3.692
2011/11/8,3.686
2011/11/9,3.661
2011/11/10,3.645
2011/11/11,3.646
2011/11/12,#N/A
2011/11/13,#N/A
2011/11/14,3.453
2011/11/15,3.422
2011/11/16,3.411
2011/11/17,3.35
2011/11/18,3.428
2011/11/19,#N/A
2011/11/20,#N/A
2011/11/21,3.402
2011/11/22,3.417
2011/11/23,3.48
2011/11/24,#N/A
2011/11/25,3.473
2011/11/26,#N/A
2011/11/27,#N/A
2011/11/28,3.356
2011/11/29,3.57
2011/11/30,3.631
2011/12/1,3.567
2011/12/2,3.634
2011/12/3,#N/A
2011/12/4,#N/A
2011/12/5,#N/A
2011/12/6,3.444
2011/12/7,3.481
2011/12/8,3.423
2011/12/9,3.436
2011/12/10,#N/A
2011/12/11,#N/A
2011/12/12,3.26
2011/12/13,3.272
2011/12/14,3.16
2011/12/15,3.131
2011/12/16,3.148
2011/12/17,#N/A
2011/12/18,#N/A
2011/12/19,3.125
2011/12/20,3.135
2011/12/21,3.163
2011/12/22,3.169
2011/12/23,3.14
2011/12/24,#N/A
2011/12/25,#N/A
2011/12/26,#N/A
2011/12/27,3.113
2011/12/28,3.075
2011/12/29,3.031
2011/12/30,2.974
2011/12/31,#N/A
2012/1/1,#N/A
2012/1/2,#N/A
2012/1/3,#N/A
2012/1/4,3.112
2012/1/5,2.975
2012/1/6,3.07
2012/1/7,#N/A
2012/1/8,#N/A
2012/1/9,3.017
2012/1/10,2.934
2012/1/11,2.78
2012/1/12,2.718
